timestamp,open,high,low,close,volume
2026-05-14 09:26:00,1459.45,1459.45,1459.45,1459.45,0
2026-05-14 09:29:00,1440.35,1440.35,1440.35,1440.35,1
2026-05-14 09:30:00,1467.3,1468.15,1467.3,1468.15,2
2026-05-14 09:31:00,1504.85,1504.85,1474.35,1474.35,5
2026-05-14 09:32:00,1481.0,1481.0,1481.0,1481.0,1
2026-05-14 09:34:00,1495.3,1756.0,1481.55,1481.55,22
2026-05-14 09:36:00,1492.0,1520.0,1492.0,1520.0,4
2026-05-14 09:37:00,1566.0,1566.0,1566.0,1566.0,3
2026-05-14 09:39:00,1565.0,1601.55,1565.0,1586.65,6
2026-05-14 09:44:00,1625.0,1625.0,1625.0,1625.0,6
2026-05-14 09:55:00,1704.1,1704.1,1704.1,1704.1,1
2026-05-14 09:56:00,1677.55,1677.55,1677.35,1677.35,2
2026-05-14 09:57:00,1730.0,1730.0,1700.0,1700.0,6
2026-05-14 09:58:00,1690.7,1690.7,1690.7,1690.7,1
2026-05-14 09:59:00,1740.0,1750.0,1715.0,1715.0,6
2026-05-14 10:00:00,1715.0,1715.0,1710.0,1710.0,2
2026-05-14 10:02:00,1680.0,1680.0,1680.0,1680.0,1
2026-05-14 10:11:00,1660.0,1660.0,1650.0,1650.0,3
2026-05-14 10:16:00,1636.45,1636.45,1636.45,1636.45,1
2026-05-14 10:17:00,1630.0,1630.0,1606.8,1606.8,2
2026-05-14 10:32:00,1620.0,1620.0,1620.0,1620.0,1
2026-05-14 10:33:00,1610.0,1610.0,1610.0,1610.0,1
2026-05-14 10:36:00,1560.0,1560.0,1550.0,1550.0,2
2026-05-14 10:37:00,1580.1,1580.1,1580.1,1580.1,1
2026-05-14 10:48:00,1760.0,1760.0,1760.0,1760.0,1
2026-05-14 10:49:00,1800.0,1800.0,1800.0,1800.0,1
2026-05-14 10:55:00,1740.0,1740.0,1740.0,1740.0,1
2026-05-14 10:56:00,1789.95,1789.95,1789.95,1789.95,1
2026-05-14 11:03:00,1800.1,1800.1,1800.1,1800.1,1
2026-05-14 11:12:00,1760.0,1770.0,1760.0,1770.0,2
2026-05-14 11:14:00,1775.0,1775.0,1760.0,1760.0,4
2026-05-14 11:16:00,1720.0,1720.0,1700.0,1700.0,2
2026-05-14 11:17:00,1700.0,1700.0,1700.0,1700.0,1
2026-05-14 11:23:00,1550.0,1550.8,1550.0,1550.8,2
2026-05-14 11:24:00,1500.0,1500.0,1500.0,1500.0,2
2026-05-14 11:26:00,1581.0,1581.0,1581.0,1581.0,1
2026-05-14 11:27:00,1550.0,1550.0,1550.0,1550.0,5
2026-05-14 11:28:00,1471.9,1471.9,1471.9,1471.9,6
2026-05-14 11:30:00,1450.0,1465.05,1450.0,1451.05,4
2026-05-14 11:33:00,1400.0,1400.0,1380.55,1380.55,3
2026-05-14 11:35:00,1400.2,1400.2,1361.0,1361.0,7
2026-05-14 11:36:00,1350.0,1350.0,1350.0,1350.0,2
2026-05-14 11:37:00,1350.0,1390.0,1350.0,1390.0,2
2026-05-14 11:38:00,1353.1,1353.1,1353.1,1353.1,1
2026-05-14 11:41:00,1300.0,1300.0,1300.0,1300.0,1
2026-05-14 11:42:00,1299.8,1299.8,1269.9,1269.9,2
2026-05-14 11:44:00,1280.0,1280.0,1269.8,1269.8,4
2026-05-14 11:45:00,1269.8,1269.8,1269.8,1269.8,3
2026-05-14 11:47:00,1270.0,1270.0,1270.0,1270.0,1
2026-05-14 11:48:00,1302.15,1302.15,1261.0,1261.0,8
2026-05-14 11:49:00,1237.05,1269.9,1237.05,1269.9,6
2026-05-14 11:50:00,1268.75,1268.75,1268.75,1268.75,1
2026-05-14 11:51:00,1255.3,1269.4,1255.3,1269.4,2
2026-05-14 11:52:00,1217.0,1237.95,1217.0,1236.65,9
2026-05-14 11:53:00,1250.65,1250.65,1250.65,1250.65,1
2026-05-14 11:55:00,1250.7,1250.7,1250.65,1250.65,4
2026-05-14 11:56:00,1257.9,1257.9,1257.9,1257.9,2
2026-05-14 11:57:00,1253.95,1253.95,1253.95,1253.95,1
2026-05-14 11:58:00,1253.75,1253.75,1253.75,1253.75,1
2026-05-14 11:59:00,1286.4,1286.4,1286.4,1286.4,1
2026-05-14 12:00:00,1276.2,1278.0,1276.2,1277.35,4
2026-05-14 12:01:00,1301.0,1301.0,1301.0,1301.0,4
2026-05-14 12:02:00,1306.25,1331.45,1288.55,1288.55,9
2026-05-14 12:03:00,1278.25,1305.9,1278.25,1305.9,7
2026-05-14 12:07:00,1305.9,1305.9,1273.3,1273.3,2
2026-05-14 12:08:00,1293.6,1293.6,1293.6,1293.6,1
2026-05-14 12:13:00,1315.0,1315.0,1309.9,1309.9,2
2026-05-14 12:14:00,1305.0,1305.0,1305.0,1305.0,2
2026-05-14 12:15:00,1250.0,1275.0,1250.0,1275.0,8
2026-05-14 12:16:00,1250.0,1250.0,1235.0,1235.0,4
2026-05-14 12:18:00,1228.5,1228.5,1228.5,1228.5,1
2026-05-14 12:28:00,1200.05,1200.05,1200.0,1200.0,6
2026-05-14 12:29:00,1220.0,1220.0,1220.0,1220.0,1
2026-05-14 12:30:00,1240.0,1240.0,1240.0,1240.0,1
2026-05-14 12:32:00,1235.0,1235.0,1235.0,1235.0,1
2026-05-14 12:36:00,1255.25,1255.25,1255.25,1255.25,1
2026-05-14 12:39:00,1270.0,1270.0,1270.0,1270.0,2
2026-05-14 12:40:00,1255.0,1270.0,1254.25,1270.0,6
2026-05-14 12:41:00,1268.0,1268.0,1268.0,1268.0,3
2026-05-14 12:44:00,1200.05,1200.05,1200.05,1200.05,1
2026-05-14 12:47:00,1248.0,1248.0,1248.0,1248.0,1
2026-05-14 12:50:00,1218.45,1218.45,1218.45,1218.45,1
2026-05-14 12:51:00,1230.65,1230.65,1230.65,1230.65,1
2026-05-14 12:54:00,1250.0,1250.0,1250.0,1250.0,1
2026-05-14 12:56:00,1260.0,1260.0,1260.0,1260.0,1
2026-05-14 13:02:00,1200.0,1200.0,1200.0,1200.0,2
2026-05-14 13:04:00,1150.0,1150.0,1140.0,1140.0,11
2026-05-14 13:05:00,1131.0,1135.25,1131.0,1135.25,6
2026-05-14 13:06:00,1135.75,1152.65,1135.75,1152.65,2
2026-05-14 13:07:00,1163.55,1163.55,1163.55,1163.55,1
2026-05-14 13:09:00,1173.2,1175.25,1173.2,1175.25,5
2026-05-14 13:10:00,1176.95,1185.2,1176.95,1185.2,3
2026-05-14 13:12:00,1185.2,1213.8,1185.2,1213.8,2
2026-05-14 13:21:00,1180.0,1180.0,1180.0,1180.0,1
2026-05-14 13:23:00,1175.25,1175.25,1175.25,1175.25,2
2026-05-14 13:30:00,1210.1,1210.1,1210.1,1210.1,10
2026-05-14 13:31:00,1175.25,1175.25,1175.25,1175.25,1
2026-05-14 13:35:00,1136.35,1136.35,1136.35,1136.35,1
2026-05-14 13:36:00,1177.5,1177.5,1144.55,1144.55,7
2026-05-14 13:37:00,1131.0,1131.0,1122.25,1122.25,4
2026-05-14 13:38:00,1145.6,1145.6,1145.6,1145.6,6
2026-05-14 13:39:00,1158.9,1158.9,1158.9,1158.9,3
